id	name	link	seller	price	original_price	lectures	hours	level	Sat Jan 23 18:56:08 2021
707	business-statistics-with-excel/	https://www.udemy.com/course/business-statistics-with-excel/	Diego Fernandez	12.99	24.99	34	4.5	All Levels	
708	how-to-become-successful-data-scientist-mentor-approach/	https://www.udemy.com/course/how-to-become-successful-data-scientist-mentor-approach/	Prem Kripalani	12.99	94.99	18	1.5	All Levels	
709	career-in-data-analytics/	https://www.udemy.com/course/career-in-data-analytics/	ChampAmerica Academy	19.99	NULL	23	1.5	Beginner	
710	jamovicourse/	https://www.udemy.com/course/jamovicourse/	Data District	12.99	19.99	51	5	Beginner	
711	strategic_business_analytics/	https://www.udemy.com/course/strategic_business_analytics/	Dr Nina Tan	12.99	94.99	13	2	Beginner	
712	sql-for-advanced-sas-programming-learn-hand-on/	https://www.udemy.com/course/sql-for-advanced-sas-programming-learn-hand-on/	Handson  	12.99	74.99	27	2	All Levels	
713	docker-for-devops-2-in-1/	https://www.udemy.com/course/docker-for-devops-2-in-1/	Packt Publishing	12.99	94.99	33	2.5	Beginner	
714	analytics-with-excel-excel-basics/	https://www.udemy.com/course/analytics-with-excel-excel-basics/	Jigsaw Academy	12.99	19.99	6	1.5	Beginner	
715	identify-theft/	https://www.udemy.com/course/identify-theft/	Lisa Newton	12.99	29.99	14	1.5	Beginner	
716	learn-to-code-for-business/	https://www.udemy.com/course/learn-to-code-for-business/	Leopard Lake Academy	12.99	49.99	8	1	Beginner	
717	microsoftpowerbitraining/	https://www.udemy.com/course/microsoftpowerbitraining/	Stella Data Analytics	12.99	29.99	88	11	All Levels	
718	excel-access-presentation-skills/	https://www.udemy.com/course/excel-access-presentation-skills/	Varun Nanda	12.99	19.99	85	9.5	All Levels	
719	excel-access-presentation-skills/	https://www.udemy.com/course/excel-access-presentation-skills/	Varun Nanda	12.99	19.99	85	9.5	All Levels	
720	introduction-to-data-science-and-machine-learning/	https://www.udemy.com/course/introduction-to-data-science-and-machine-learning/	Fadi Khoury	12.99	19.99	17	1	Beginner	
721	time-series-analysis-and-forecasting-model-in-power-bi/	https://www.udemy.com/course/time-series-analysis-and-forecasting-model-in-power-bi/	Tobi Williams	12.99	94.99	14	1	Beginner	
722	foundation-part2-kpi/	https://www.udemy.com/course/foundation-part2-kpi/	Josh Biro	12.99	94.99	11	1	All Levels	
723	python-data-visualization-2-in-1/	https://www.udemy.com/course/python-data-visualization-2-in-1/	Packt Publishing	12.99	94.99	42	2.5	Intermediate	
724	advanced-neural-networks-in-r-a-practical-approach/	https://www.udemy.com/course/advanced-neural-networks-in-r-a-practical-approach/	Bogdan Anastasiei	12.99	74.99	39	3	All Levels	
725	introduction-to-sql-for-business-and-data-analysts/	https://www.udemy.com/course/introduction-to-sql-for-business-and-data-analysts/	Kelechi Emenike	12.99	19.99	33	2.5	Beginner	
726	talenddi/	https://www.udemy.com/course/talenddi/	Agus Kurniawan	12.99	24.99	24	2	Beginner	
727	the-analysts-toolkit-with-power-bi-2020/	https://www.udemy.com/course/the-analysts-toolkit-with-power-bi-2020/	William Cisler	12.99	29.99	130	9.5	All Levels	
728	data-analysis-101/	https://www.udemy.com/course/data-analysis-101/	Ross Maynard	12.99	39.99	21	2	All Levels	
729	association-rule-mining-basic-theory-practice/	https://www.udemy.com/course/association-rule-mining-basic-theory-practice/	Takuma Kimura	12.99	24.99	21	1.5	Beginner	
730	a-pragmatic-approach-to-machine-learning-with-r/	https://www.udemy.com/course/a-pragmatic-approach-to-machine-learning-with-r/	Richard Churchman	12.99	94.99	14	10	Intermediate	
731	learn-powerbi-fast/	https://www.udemy.com/course/learn-powerbi-fast/	OUMOUSS EL MEHDI	12.99	39.99	38	2	All Levels	
732	data-driven-decision-making/	https://www.udemy.com/course/data-driven-decision-making/	Douglas Clark	129.99	NULL	14	3	Beginner	
733	statistics-for-managers-using-ms-excel/	https://www.udemy.com/course/statistics-for-managers-using-ms-excel/	Ash Narayan Sah	12.99	94.99	121	14	All Levels	
734	perfect-excel-charts/	https://www.udemy.com/course/perfect-excel-charts/	Packt Publishing	12.99	94.99	18	2.5	Beginner	
735	top-15-most-useful-excel-formulas/	https://www.udemy.com/course/top-15-most-useful-excel-formulas/	Ruben Wollerich	12.99	24.99	16	1.5	Beginner	
736	practical-sql-for-data-analytics-and-data-driven-decisions/	https://www.udemy.com/course/practical-sql-for-data-analytics-and-data-driven-decisions/	T Anthonys Mariathas	12.99	24.99	54	12	All Levels	
737	data-visualization-dashboard-design/	https://www.udemy.com/course/data-visualization-dashboard-design/	Mark Chen	12.99	39.99	8	1	Intermediate	
738	excel-for-speed/	https://www.udemy.com/course/excel-for-speed/	Jeff Porter	12.99	59.99	14	2	All Levels	
739	tableau-desktop-certification-training/	https://www.udemy.com/course/tableau-desktop-certification-training/	Uplatz Training	12.99	19.99	20	5.5	All Levels	
740	introduction-to-sql-hoc/	https://www.udemy.com/course/introduction-to-sql-hoc/	House of Code	12.99	24.99	28	3.5	Beginner	
741	sql-yeco/	https://www.udemy.com/course/sql-yeco/	Yehonatan Cohen	12.99	94.99	64	4.5	All Levels	
742	aws-quicksight-complete-guide-2021/	https://www.udemy.com/course/aws-quicksight-complete-guide-2021/	Adman Adel	12.99	94.99	71	3	Beginner	
743	hands-on-big-data-analysis-with-hadoop-3/	https://www.udemy.com/course/hands-on-big-data-analysis-with-hadoop-3/	Packt Publishing	12.99	94.99	18	1.5	Expert	
744	analyse-movie-data-with-python-pandas/	https://www.udemy.com/course/analyse-movie-data-with-python-pandas/	438 Analytics	12.99	94.99	9	1	Intermediate	
745	deep-learning-with-keras-and-tensorflow-in-r/	https://www.udemy.com/course/deep-learning-with-keras-and-tensorflow-in-r/	Bogdan Anastasiei	12.99	94.99	37	3.5	All Levels	
746	complete-course-on-data-cleaning-in-ms-excel/	https://www.udemy.com/course/complete-course-on-data-cleaning-in-ms-excel/	Nitin Kr Saxena PhD	12.99	59.99	38	1.5	Intermediate	
747	finding-business-opportunities-for-advanced-analytics/	https://www.udemy.com/course/finding-business-opportunities-for-advanced-analytics/	Illumeo Learning  James Taylor  Illumeo 	12.99	24.99	10	1.5	Expert	
748	real-world-big-data-analytics-with-apache-spark/	https://www.udemy.com/course/real-world-big-data-analytics-with-apache-spark/	Packt Publishing	12.99	94.99	34	3.5	Beginner	
749	mastering-data-analysis/	https://www.udemy.com/course/mastering-data-analysis/	Lauri Sowa	12.99	24.99	9	1	All Levels	
750	data-science-and-ai-for-decision-makers/	https://www.udemy.com/course/data-science-and-ai-for-decision-makers/	Stylianos Kampakis	12.99	19.99	13	2.5	Beginner	
751	easy-business-statistics-for-your-workplace/	https://www.udemy.com/course/easy-business-statistics-for-your-workplace/	Barbara A Berry	12.99	19.99	8	1	All Levels	
752	learning-analytics-for-l-and-d-professionals/	https://www.udemy.com/course/learning-analytics-for-l-and-d-professionals/	Nilakantasrinivasan Janakiraman	12.99	94.99	36	5	All Levels	
753	how-to-make-profit-with-cryptocurrencies/	https://www.udemy.com/course/how-to-make-profit-with-cryptocurrencies/	Igor Stameski	12.99	19.99	5	1.5	Intermediate	
754	data-analysis-programming-automation-using-python-pandas/	https://www.udemy.com/course/data-analysis-programming-automation-using-python-pandas/	Shashank Saurav	12.99	19.99	53	10	All Levels	
755	customer-analytics-fundamentals/	https://www.udemy.com/course/customer-analytics-fundamentals/	Dr  Sayem Hossain	12.99	59.99	14	1	All Levels	
756	beginning-and-advanced-google-data-studio-training-2020/	https://www.udemy.com/course/beginning-and-advanced-google-data-studio-training-2020/	Abdullah Khan	12.99	59.99	29	2	All Levels	
757	interviewing-technique-for-the-corporate-liability-insurance/	https://www.udemy.com/course/interviewing-technique-for-the-corporate-liability-insurance/	Illumeo Learning  Barry Zalma  Illumeo 	12.99	34.99	9	1.5	Intermediate	
758	sql-in-sixty/	https://www.udemy.com/course/sql-in-sixty/	James Ford	12.99	19.99	13	1	Beginner	
759	pandas-data-analysis-with-pandas-3-in-1/	https://www.udemy.com/course/pandas-data-analysis-with-pandas-3-in-1/	Packt Publishing	12.99	94.99	124	8	Intermediate	
760	interviewing-technique-for-the-corporate-liability-insurance/	https://www.udemy.com/course/interviewing-technique-for-the-corporate-liability-insurance/	Illumeo Learning  Barry Zalma  Illumeo 	12.99	34.99	9	1.5	Intermediate	
761	complete-a-data-visualization-project-under-1-hour/	https://www.udemy.com/course/complete-a-data-visualization-project-under-1-hour/	Jason Khoo	39.99	NULL	12	1	Beginner	
762	requirements-gathering-like-an-fbi-agent/	https://www.udemy.com/course/requirements-gathering-like-an-fbi-agent/	Deena Chadwick	12.99	39.99	34	3.5	Intermediate	
763	learn-business-strategic-analysis-applying-the-cage-model/	https://www.udemy.com/course/learn-business-strategic-analysis-applying-the-cage-model/	Abdelali Bouzid	12.99	44.99	13	1	All Levels	
764	dissecting-the-fraud-triangle/	https://www.udemy.com/course/dissecting-the-fraud-triangle/	Illumeo Learning  Lynn Fountain  Illumeo 	12.99	49.99	15	1	Intermediate	
765	up-and-running-with-nvivo-12-professional-advance-analysis/	https://www.udemy.com/course/up-and-running-with-nvivo-12-professional-advance-analysis/	Sayed Sekandar Sadat	12.99	44.99	25	2.5	All Levels	
766	market-analysis-for-procurement-and-category-management/	https://www.udemy.com/course/market-analysis-for-procurement-and-category-management/	Warren Kozera	12.99	49.99	5	1.5	Intermediate	
767	learn_power_bi_for_free/	https://www.udemy.com/course/learn_power_bi_for_free/	Vishal Pawar	Free	NULL	20	18	Beginner	
768	introduction-salesforce-cpq/	https://www.udemy.com/course/introduction-salesforce-cpq/	Hirday Lamba	Free	NULL	13	1.5	Beginner	
769	augmented-analytics/	https://www.udemy.com/course/augmented-analytics/	Luis E  Rivas  Lucie Trepanier  Peter Sprague  Oracle Corporation  Jignesh Mehta  Farzin Barazandeh	Free	NULL	47	4	All Levels	
770	business-analysis-essential-skills-training/	https://www.udemy.com/course/business-analysis-essential-skills-training/	Angelo Kalevela	Free	NULL	19	1	All Levels	
771	to-understand-statistics-behind-six-sigma-part-i/	https://www.udemy.com/course/to-understand-statistics-behind-six-sigma-part-i/	L szl  Csanaki	Free	NULL	12	1	Beginner	
772	introduction-to-data-analysis-for-government/	https://www.udemy.com/course/introduction-to-data-analysis-for-government/	Socrata Data Academy	Free	NULL	21	1	Beginner	
773	introduction-salesforce-einstein-analytics/	https://www.udemy.com/course/introduction-salesforce-einstein-analytics/	Hirday Lamba	Free	NULL	9	1	Beginner	
774	baseball1/	https://www.udemy.com/course/baseball1/	Charles Redmond	Free	NULL	30	3	Beginner	
775	google-sheets-pivot-tables-plus-data-insights-for-beginners/	https://www.udemy.com/course/google-sheets-pivot-tables-plus-data-insights-for-beginners/	Brian Moore	Free	NULL	43	3	Beginner	
776	tableau-a-quick-start-course/	https://www.udemy.com/course/tableau-a-quick-start-course/	Dave McCubbin	Free	NULL	34	2	Beginner	
777	complete-career-transition-guide-for-data-science-analytics/	https://www.udemy.com/course/complete-career-transition-guide-for-data-science-analytics/	Piyanka Jain	Free	NULL	6	3	Beginner	
778	conceptual-foundations-of-pls-path-modeling/	https://www.udemy.com/course/conceptual-foundations-of-pls-path-modeling/	Geoffrey Hubona  Ph D 	Free	NULL	90	10.5	All Levels	
779	machinelearning-analytics/	https://www.udemy.com/course/machinelearning-analytics/	Subrata Dutta  Oracle Corporation  Peter Sprague  Jignesh Mehta  Farzin Barazandeh	Free	NULL	43	3.5	All Levels	
780	learn-tableau-beginner-to-advanced/	https://www.udemy.com/course/learn-tableau-beginner-to-advanced/	Kashish Gakkar	Free	NULL	25	2	All Levels	
781	payment-and-payment-fraud/	https://www.udemy.com/course/payment-and-payment-fraud/	Sean Li	Free	NULL	19	2	All Levels	
782	sql-for-real-world-data-analysis/	https://www.udemy.com/course/sql-for-real-world-data-analysis/	Max SQL	Free	NULL	48	2	Beginner	
783	your-career-in-financial-systems/	https://www.udemy.com/course/your-career-in-financial-systems/	Doug Burke	Free	NULL	21	2	All Levels	
784	offerdropout/	https://www.udemy.com/course/offerdropout/	Unlock HR	Free	NULL	17	2	All Levels	
785	baseball3/	https://www.udemy.com/course/baseball3/	Charles Redmond	Free	NULL	37	2	Intermediate	
786	baseball4/	https://www.udemy.com/course/baseball4/	Charles Redmond	Free	NULL	18	1	Intermediate	
787	data-analysis-essential-skills-for-managers/	https://www.udemy.com/course/data-analysis-essential-skills-for-managers/	Jane Crofts	Free	NULL	10	1	Beginner	
788	tableau-a-quick-start-guide-part-2/	https://www.udemy.com/course/tableau-a-quick-start-guide-part-2/	Dave McCubbin	Free	NULL	38	2	Beginner	
789	business-intelligence-development-using-python/	https://www.udemy.com/course/business-intelligence-development-using-python/	Christoph Odermatt	Free	NULL	44	2	Beginner	
790	marklogic-nosql-for-business/	https://www.udemy.com/course/marklogic-nosql-for-business/	MarkLogic University	Free	NULL	7	1	All Levels	
791	command-line-git/	https://www.udemy.com/course/command-line-git/	Oscar Valles	Free	NULL	38	1.5	All Levels	
792	vrsedge-app-training/	https://www.udemy.com/course/vrsedge-app-training/	Petr Kulhanek	Free	NULL	13	1	All Levels	
793	data-science-for-business-leaders-machine-learning-defined/	https://www.udemy.com/course/data-science-for-business-leaders-machine-learning-defined/	Robert Fox	Free	NULL	11	2	All Levels	
794	excel-formulas-learn-them-by-solving-problems/	https://www.udemy.com/course/excel-formulas-learn-them-by-solving-problems/	LOGISTICS   Supply Chain World	Free	NULL	23	1	All Levels	
795	create-a-sales-dashboard-in-google-data-studio/	https://www.udemy.com/course/create-a-sales-dashboard-in-google-data-studio/	Dobromir Dikov	Free	NULL	17	1.5	Beginner	
796	motivbase-customer-training/	https://www.udemy.com/course/motivbase-customer-training/	Ujwal Arkalgud  Krista Whitehead  Jason Partridge	Free	NULL	18	2	Beginner	
797	microsoft-power-bi-for-beginners/	https://www.udemy.com/course/microsoft-power-bi-for-beginners/	Nurture Tech Academy	Free	NULL	11	1.5	Beginner	
798	power-bi-analisis-datos-business-intelligence/	https://www.udemy.com/course/power-bi-analisis-datos-business-intelligence/	Javier Gomez  Datdata   Educaci n Online	14.99	64.99	161	24	All Levels	
799	curso-completo-master-power-bi/	https://www.udemy.com/course/curso-completo-master-power-bi/	Felipe Mafra	12.99	19.99	124	20.5	All Levels	
800	curso-microsoft-power-bi/	https://www.udemy.com/course/curso-microsoft-power-bi/	Javier Gomez  Datdata   Educaci n Online	12.99	64.99	60	11.5	All Levels	
801	datamix_basic/	https://www.udemy.com/course/datamix_basic/	Yosuke Katada	84.99	NULL	45	2.5	Beginner	
802	curso-completo-power-bi/	https://www.udemy.com/course/curso-completo-power-bi/	Diego Lopez	14.99	109.99	168	17.5	All Levels	
803	standard-sql-for-beginners/	https://www.udemy.com/course/standard-sql-for-beginners/	      Yuta Nakamura   Proglus                 	12.99	94.99	143	7.5	Beginner	
804	curso-de-powerbi-desktop-dax/	https://www.udemy.com/course/curso-de-powerbi-desktop-dax/	Andr  Rosa	12.99	69.99	117	14.5	All Levels	
805	r-statistics/	https://www.udemy.com/course/r-statistics/	     	12.99	94.99	32	6	Beginner	
806	sql-desde-cero/	https://www.udemy.com/course/sql-desde-cero/	Mel Restori	12.99	79.99	17	2	All Levels	
807	microsoft-power-bi/	https://www.udemy.com/course/microsoft-power-bi/	Mauricio Cassemiro	12.99	94.99	47	9	All Levels	
808	curso-power-bi/	https://www.udemy.com/course/curso-power-bi/	Fernando Carmo  Mestres BI	12.99	94.99	115	11	All Levels	
809	sql-bootcamp/	https://www.udemy.com/course/sql-bootcamp/	Jannis Seemann  Jannis Seemann  CodingCourses TV 	12.99	94.99	108	7.5	Intermediate	
810	qlikview-do-zero/	https://www.udemy.com/course/qlikview-do-zero/	Andr  Prado	12.99	94.99	83	12	All Levels	
811	programa-completo-de-data-science-todo-para-los-datos/	https://www.udemy.com/course/programa-completo-de-data-science-todo-para-los-datos/	365 Careers  365 Careers Team	12.99	94.99	292	16.5	All Levels	
812	python-data-science-machine-learning/	https://www.udemy.com/course/python-data-science-machine-learning/	Dr  Ren  Brunner  Datamics Refine your future	12.99	94.99	185	30	Beginner	
813	power-bi-para-business-inteligence-de-0-a-100/	https://www.udemy.com/course/power-bi-para-business-inteligence-de-0-a-100/	Daniel Lled  Mart nez	12.99	64.99	86	7	All Levels	
814	monta-un-cluster-hadoop-big-data-desde-cero/	https://www.udemy.com/course/monta-un-cluster-hadoop-big-data-desde-cero/	Apasoft Training	12.99	19.99	145	13.5	All Levels	
815	dax-e-pbi/	https://www.udemy.com/course/dax-e-pbi/	Leonardo Karpinski	169.99	NULL	102	15.5	Expert	
816	visualizacion-de-datos-con-tableau/	https://www.udemy.com/course/visualizacion-de-datos-con-tableau/	Sergio Llobet	12.99	94.99	27	4	Beginner	
817	veribilimi/	https://www.udemy.com/course/veribilimi/	Prof  Dr   adi Evren  eker	12.99	94.99	61	10.5	All Levels	
818	curso-excel-formulas-tablas-dinamicas-y-dashboards/	https://www.udemy.com/course/curso-excel-formulas-tablas-dinamicas-y-dashboards/	Daniel Lled  Mart nez	12.99	94.99	44	5	All Levels	
819	qliksense/	https://www.udemy.com/course/qliksense/	Sebastian Tunnell  Equipo Datademia	12.99	94.99	57	4	All Levels	
820	matlab-desde-cero/	https://www.udemy.com/course/matlab-desde-cero/	Jesus Almaral  Hackaprende 	12.99	24.99	97	7.5	All Levels	
821	aprenda-sas-e-torne-se-um-ninja-dos-dados/	https://www.udemy.com/course/aprenda-sas-e-torne-se-um-ninja-dos-dados/	Ermin Dedic  MyDataCareer Support Team	13.99	19.99	145	11.5	All Levels	
822	elastic-stack-beats-logstash-elasticsearch-y-kibana/	https://www.udemy.com/course/elastic-stack-beats-logstash-elasticsearch-y-kibana/	Alberto Mart nez Ballesteros	12.99	94.99	83	17	All Levels	
823	marketing-statistics-excel/	https://www.udemy.com/course/marketing-statistics-excel/	    	12.99	19.99	41	4.5	Intermediate	
824	desenvolvedor-qlik-sense/	https://www.udemy.com/course/desenvolvedor-qlik-sense/	BIX Tecnologia Business Intelligence	12.99	94.99	22	4.5		
825	sql-essentials-ru/	https://www.udemy.com/course/sql-essentials-ru/	Vlad Burmistrov	12.99	19.99	74	7.5	Beginner	
826	powerbi-master-en-poco-tiempo/	https://www.udemy.com/course/powerbi-master-en-poco-tiempo/	Diego Lopez	12.99	94.99	36	3.5	All Levels	
827	math_for_ai/	https://www.udemy.com/course/math_for_ai/	       Hiroki Inoue 	12.99	69.99	46	2.5	Beginner	
828	einfuhrung-in-microsoft-power-bi-desktop/	https://www.udemy.com/course/einfuhrung-in-microsoft-power-bi-desktop/	Dan We	12.99	94.99	43	8	Beginner	
829	sql-lernen-schnell-und-einfach/	https://www.udemy.com/course/sql-lernen-schnell-und-einfach/	Marco Eder	12.99	34.99	45	2.5	All Levels	
830	spss-26-for-beginners-arabic/	https://www.udemy.com/course/spss-26-for-beginners-arabic/	Mohamed Elsherif	12.99	39.99	36	2.5	Beginner	
831	excel_function/	https://www.udemy.com/course/excel_function/	    	12.99	19.99	56	5.5	Intermediate	
832	big-data-data-science-python-web-scraping-2019-achirou-alvaro-chirou/	https://www.udemy.com/course/big-data-data-science-python-web-scraping-2019-achirou-alvaro-chirou/	Alvaro Chirou   240 000  Students Worldwide	12.99	39.99	88	8	All Levels	
833	zokuzokuconsulting/	https://www.udemy.com/course/zokuzokuconsulting/	Takashi Nakano	64.99	NULL	28	2.5	Beginner	
834	daten-visualisieren-mit-python/	https://www.udemy.com/course/daten-visualisieren-mit-python/	Jannis Seemann  Jannis Seemann  CodingCourses TV 	12.99	94.99	98	10	Intermediate	
835	das-komplette-sql-bootcamp/	https://www.udemy.com/course/das-komplette-sql-bootcamp/	Dr  Ren  Brunner  Datamics Refine your future	12.99	94.99	108	9	Beginner	
836	power-bi-egitim-videosu-serisi/	https://www.udemy.com/course/power-bi-egitim-videosu-serisi/	Alper  EL K	12.99	94.99	160	15.5	Beginner	
837	analiza-danych/	https://www.udemy.com/course/analiza-danych/	Maciej Rychlicki	12.99	94.99	45	8	All Levels	
838	power-bi-baslangctan-profesyonel-seviyeye-r-big-data/	https://www.udemy.com/course/power-bi-baslangctan-profesyonel-seviyeye-r-big-data/	Tarik Suba  	12.99	19.99	100	8	Beginner	
839	business-intelligence-completo-power-bi-na-pratica/	https://www.udemy.com/course/business-intelligence-completo-power-bi-na-pratica/	Andr  Rosa	12.99	19.99	148	19	All Levels	
840	microsoft-power-bi-kurs/	https://www.udemy.com/course/microsoft-power-bi-kurs/	Nikolai Schuler	12.99	94.99	101	8	All Levels	
841	ms-power-bi/	https://www.udemy.com/course/ms-power-bi/	Eduardo Rosas	12.99	94.99	50	4	All Levels	
842	sql-marketing/	https://www.udemy.com/course/sql-marketing/	Rod   Python   SQL   Data Science   Machine Learning   Deep Learning  MonCoachData   Data Science   Machine Learning   Deep Learning   Trading	12.99	44.99	31	2.5	Beginner	
843	data-science-bootcamp-von-0-auf-100-zum-data-scientist/	https://www.udemy.com/course/data-science-bootcamp-von-0-auf-100-zum-data-scientist/	365 Careers  365 Careers Team	12.99	94.99	292	16.5	All Levels	
844	excel-pivot-profi-werden-und-daten-schnell-einfach-auswerten/	https://www.udemy.com/course/excel-pivot-profi-werden-und-daten-schnell-einfach-auswerten/	Indra Kohl	12.99	94.99	43	7.5	All Levels	
845	power-bi-microsoft/	https://www.udemy.com/course/power-bi-microsoft/	Adam Kope 	12.99	29.99	83	6	All Levels	
846	tableau-ile-uygulamali-veri-analizi-veri-gorsellestirme/	https://www.udemy.com/course/tableau-ile-uygulamali-veri-analizi-veri-gorsellestirme/	K r at Yal n	12.99	19.99	128	12	All Levels	
847	excel-powerpoint-for-business-for-medical-reps/	https://www.udemy.com/course/excel-powerpoint-for-business-for-medical-reps/	Mina Mourad Talaat	12.99	24.99	79	6.5	All Levels	
848	business-intelligence-power-bi-toma-decisiones-inteligente/	https://www.udemy.com/course/business-intelligence-power-bi-toma-decisiones-inteligente/	Ivan Pinar Dom nguez	12.99	94.99	29	3.5	All Levels	
849	prozessmodellierung-mit-bpmn-20-vom-einsteiger-zum-experten/	https://www.udemy.com/course/prozessmodellierung-mit-bpmn-20-vom-einsteiger-zum-experten/	Timo Paschke  M Sc 	12.99	94.99	20	5.5	All Levels	
850	talend-etl-bi-francais-debutant-a-la-maitrise/	https://www.udemy.com/course/talend-etl-bi-francais-debutant-a-la-maitrise/	BI DATA  FORMATION IT DATA Int gration Visualisation 	12.99	94.99	88	16	All Levels	
851	deep-learning-a-z/	https://www.udemy.com/course/deep-learning-a-z/	Juan Gabriel Gomila Salas  SuperDataScience Team	12.99	94.99	187	31.5	All Levels	
852	domina-los-procesos-etl-con-pentaho-en-3-pasos/	https://www.udemy.com/course/domina-los-procesos-etl-con-pentaho-en-3-pasos/	Ivan Pinar Dom nguez	12.99	94.99	27	2	All Levels	
853	python-fur-finanzanalysen-und-algorithmisches-trading/	https://www.udemy.com/course/python-fur-finanzanalysen-und-algorithmisches-trading/	Dr  Ren  Brunner  Jose Portilla  Datamics Refine your future	12.99	94.99	139	20.5	Beginner	
854	curso-practico-de-big-data-con-hadoop-y-spark-desde-cero/	https://www.udemy.com/course/curso-practico-de-big-data-con-hadoop-y-spark-desde-cero/	Laura Porter	12.99	29.99	26	4.5	Beginner	
855	sql-basic/	https://www.udemy.com/course/sql-basic/	              	12.99	79.99	26	3	Beginner	
856	metricas-para-produtos-digitais/	https://www.udemy.com/course/metricas-para-produtos-digitais/	Will Sert rio  Vinicius dos Santos	29.99	NULL	22	5.5	Beginner	
857	domina-dax-de-cero-a-maestro/	https://www.udemy.com/course/domina-dax-de-cero-a-maestro/	Ivan Pinar Dom nguez	12.99	94.99	24	2	All Levels	
858	tableau-2018-portuguese/	https://www.udemy.com/course/tableau-2018-portuguese/	Meigarom Lopes  SuperDataScience Team	12.99	94.99	69	8.5	All Levels	
859	powerbi-implantacao/	https://www.udemy.com/course/powerbi-implantacao/	Fernando Carmo  Mestres BI	12.99	94.99	34	8	All Levels	
860	curso-master-business-intelligence-completo-con-power-bi/	https://www.udemy.com/course/curso-master-business-intelligence-completo-con-power-bi/	Pedro Daniel Alcal  Rojas	12.99	49.99	57	13.5	All Levels	
861	tableau-10-pl/	https://www.udemy.com/course/tableau-10-pl/	SuperDataScience Team  Maciej Rychlicki	12.99	94.99	66	7.5	All Levels	
862	power-bi-edifist/	https://www.udemy.com/course/power-bi-edifist/	Edifist Learning	12.99	49.99	13	2	Beginner	
863	spss-ogrenin/	https://www.udemy.com/course/spss-ogrenin/	Sava  Has eli k	12.99	94.99	49	6	Beginner	
864	microsoft-sql-data-analytics/	https://www.udemy.com/course/microsoft-sql-data-analytics/	Mu Mu	15.99	109.99	50	5.5	All Levels	
865	dashboards-matadores/	https://www.udemy.com/course/dashboards-matadores/	Fernando Amaral	13.99	19.99	14	1	All Levels	
866	tableau-10-visuelle-und-intuitive-datenanalyse/	https://www.udemy.com/course/tableau-10-visuelle-und-intuitive-datenanalyse/	Jan Schaffranek	12.99	19.99	49	4	All Levels	
867	analytics-and-data-science/	https://www.udemy.com/course/analytics-and-data-science/	Nikita Sergeev	12.99	94.99	83	4.5	All Levels	
868	scritture-di-assestamento-un-approccio-semplice/	https://www.udemy.com/course/scritture-di-assestamento-un-approccio-semplice/	Marco Bianchi	12.99	94.99	29	3	Intermediate	
869	tableau-ile-veri-gorsellestirme-veri-analizi/	https://www.udemy.com/course/tableau-ile-veri-gorsellestirme-veri-analizi/	Baris Yalcinkaya	12.99	19.99	31	5	Beginner	
870	data_chukyu/	https://www.udemy.com/course/data_chukyu/	     	12.99	94.99	52	3	Intermediate	
871	excel-ts/	https://www.udemy.com/course/excel-ts/	Nikita Sergeev	12.99	24.99	70	4.5	All Levels	
872	tablas-dinamicas-analisis-de-datos-en-excel-100-practico/	https://www.udemy.com/course/tablas-dinamicas-analisis-de-datos-en-excel-100-practico/	Skeyon Formaci n  Antxon Pous  Ian Littlejohn	12.99	64.99	62	5	Beginner	
873	mysqlsql-database-developer-bootcamp-hindi-urdu/	https://www.udemy.com/course/mysqlsql-database-developer-bootcamp-hindi-urdu/	Dr  Ahmad Mohsin PhD	12.99	19.99	183	17.5	All Levels	
874	analise-de-dados-com-r-studio-modulo-1/	https://www.udemy.com/course/analise-de-dados-com-r-studio-modulo-1/	Humberto Elias Garcia Lopes  Ph D 	12.99	94.99	48	8.5	All Levels	
875	tableau-practice/	https://www.udemy.com/course/tableau-practice/	Svetlana Sokolova	12.99	44.99	81	3.5	All Levels	
876	tableau-10-desde-cero/	https://www.udemy.com/course/tableau-10-desde-cero/	Ra l Montesinos  Numpi MX	12.99	19.99	32	1.5	All Levels	
877	google-analytics-espanol/	https://www.udemy.com/course/google-analytics-espanol/	Carlos Ignacio Rojas Dur n	12.99	19.99	26	3	All Levels	
878	microsoft-power-bi-kapsaml-baslangc-rehberi/	https://www.udemy.com/course/microsoft-power-bi-kapsaml-baslangc-rehberi/	Mahmut Olcay  elik	12.99	64.99	56	7.5	Intermediate	
879	power-bi-e-excel-saiba-construir-dashboards-incriveis/	https://www.udemy.com/course/power-bi-e-excel-saiba-construir-dashboards-incriveis/	MSc Grimaldo Lopes de Oliveira	12.99	84.99	28	8	Beginner	
880	deep-learning-tensorflow/	https://www.udemy.com/course/deep-learning-tensorflow/	Dr  Ren  Brunner  Datamics Refine your future	12.99	94.99	249	38.5	Beginner	
881	einfuhrung-in-berechnungen-mit-ms-power-bi-desktop/	https://www.udemy.com/course/einfuhrung-in-berechnungen-mit-ms-power-bi-desktop/	Dan We	12.99	94.99	23	3	Beginner	
882	curso-power-bi-analisis-visualizacion-datos/	https://www.udemy.com/course/curso-power-bi-analisis-visualizacion-datos/	Skeyon Formaci n  Ian Littlejohn  Antxon Pous	12.99	69.99	81	7.5	All Levels	
